,close,code,high,time_key,diff,macd_bar,ma5,ma10,em_bar
0,17.629170000000002,SZ.002405,18.0558324,2017-09-15 10:00:00,0.0,0.0,17.629170000000002,17.629170000000002,0.0
1,17.035842600000002,SZ.002405,17.729169,2017-09-15 10:30:00,-0.04733096068376241,-0.07572953709401986,17.332506300000002,17.332506300000002,0.0
2,17.1891744,SZ.002405,17.229174,2017-09-15 11:00:00,-0.07164264143960253,-0.09948231888456008,17.284729000000002,17.284729000000002,0.0
3,17.129175,SZ.002405,17.262507,2017-09-15 11:30:00,-0.09466009113218377,-0.11641377461577804,17.2458405,17.2458405,0.0
4,17.0491758,SZ.002405,17.129175,2017-09-15 13:30:00,-0.11799666065050829,-0.13046953092194166,17.10084195,17.20650756,-0.11
5,16.9491768,SZ.002405,17.255840399999997,2017-09-15 14:00:00,-0.14291273465318,-0.14424134314182807,17.0791755,17.163619100000002,-0.08
6,16.942510199999997,SZ.002405,17.029176,2017-09-15 14:30:00,-0.16133704864782672,-0.14487197690489723,17.017509450000002,17.132032114285714,-0.11
7,16.7025126,SZ.002405,17.0158428,2017-09-15 15:00:00,-0.19307856133710644,-0.16668400182676532,16.91084385,17.078342175,-0.17
8,16.849177800000003,SZ.002405,16.895844,2017-09-18 10:00:00,-0.20404715434053244,-0.15089695026689387,16.86084435,17.052879466666667,-0.19
9,16.9225104,SZ.002405,16.995843,2017-09-18 10:30:00,-0.20446556362423962,-0.12138701506744659,16.854177749999998,16.974361733333335,-0.12
10,16.829178,SZ.002405,16.935843600000002,2017-09-18 11:00:00,-0.2099086049305683,-0.10581847814408313,16.825844699999998,16.951399,-0.13
11,16.849177800000003,SZ.002405,16.929177,2017-09-18 11:30:00,-0.21018554948760126,-0.08509789380651928,16.862511,16.9136216,-0.05
12,16.902510600000003,SZ.002405,17.0158428,2017-09-18 13:30:00,-0.20375278354809723,-0.05778588954200897,16.8758442,16.888436666666667,-0.01
13,16.829178,SZ.002405,16.9091772,2017-09-18 14:00:00,-0.20224079218753843,-0.04380952545671313,16.8525111,16.863992466666666,-0.01
14,16.829178,SZ.002405,16.8691776,2017-09-18 14:30:00,-0.19875144519920696,-0.029464665184040117,16.8525111,16.850659266666664,0.0
15,16.849177800000003,SZ.002405,16.9158438,2017-09-18 15:00:00,-0.1921572269582157,-0.013020982961646055,16.8525111,16.840289,0.01
16,17.1825078,SZ.002405,17.3491728,2017-09-19 10:00:00,-0.15821056335677852,0.04389787539298262,16.9225104,16.8936218,0.03
17,17.1825078,SZ.002405,17.262507,2017-09-19 10:30:00,-0.12981120511226862,0.08055727350560193,17.01084285,16.930658466666667,0.08
18,17.0158428,SZ.002405,17.1825078,2017-09-19 11:00:00,-0.1193768793638661,0.08114074000192562,17.05750905,16.941028733333336,0.12
19,17.022509399999997,SZ.002405,17.0758422,2017-09-19 11:30:00,-0.10930960899843711,0.08102022458622687,17.10084195,16.962509999999998,0.14
20,16.9091772,SZ.002405,17.0491758,2017-09-19 13:30:00,-0.10921719821072173,0.06496403692932612,17.032509299999997,16.9691766,0.06
21,17.0758422,SZ.002405,17.1025086,2017-09-19 14:00:00,-0.09460494248575557,0.07535083870340675,17.005842899999998,16.988435666666664,0.02
22,16.96251,SZ.002405,17.2158408,2017-09-19 14:30:00,-0.09111922027974728,0.06585782649233868,16.9925097,17.003250333333334,-0.01
23,16.889177399999998,SZ.002405,17.002509600000003,2017-09-19 15:00:00,-0.0931997396878046,0.049357430140979236,16.9591767,17.009916933333333,-0.05
24,17.1491748,SZ.002405,17.229174,2017-09-20 10:00:00,-0.07302713763214896,0.07176210740183242,17.0191761,17.043249933333335,-0.02
25,17.129175,SZ.002405,17.1558414,2017-09-20 10:30:00,-0.05798559998020281,0.0814761461645798,17.0325093,17.037324066666667,-0.0
26,17.2025076,SZ.002405,17.2491738,2017-09-20 11:00:00,-0.03969022090838692,0.09445352344656927,17.0925087,17.039546266666665,0.05
27,17.1691746,SZ.002405,17.262507,2017-09-20 11:30:00,-0.02756296698136751,0.09496642504048647,17.162508000000003,17.05658313333333,0.11
28,17.235840600000003,SZ.002405,17.2425072,2017-09-20 13:30:00,-0.012429363853577513,0.10018690503685318,17.18417445,17.080286600000004,0.1
29,17.3091732,SZ.002405,17.3358396,2017-09-20 14:00:00,0.005418986902995471,0.10870688523999932,17.229174,17.124730600000003,0.1
30,17.2491738,SZ.002405,17.4025056,2017-09-20 14:30:00,0.0145547057361739,0.10158265832508494,17.24084055,17.143989666666666,0.1
31,17.229174,SZ.002405,17.29584,2017-09-20 15:00:00,0.01995102897314993,0.0899002438392296,17.255840400000004,17.173619,0.08
32,17.122508399999997,SZ.002405,17.4825048,2017-09-21 10:00:00,0.015442618643454864,0.06470673854387157,17.22750735,17.199544666666668,0.03
33,17.2825068,SZ.002405,17.4025056,2017-09-21 10:30:00,0.024497809198322784,0.06625369572288593,17.22084075,17.21435933333333,0.01
34,17.3891724,SZ.002405,17.5091712,2017-09-21 11:00:00,0.03982209115215696,0.07752180770444342,17.2558404,17.243247933333336,0.01
35,17.362506,SZ.002405,17.4158388,2017-09-21 11:30:00,0.04924724776952516,0.07709769675134387,17.2891734,17.26102553333333,0.03
36,17.2158408,SZ.002405,17.362506,2017-09-21 13:30:00,0.04437061950370591,0.05387555217576429,17.312506499999998,17.26621066666667,0.05
37,17.0491758,SZ.002405,17.2425072,2017-09-21 14:00:00,0.026749037591695668,0.014905910681395046,17.25417375,17.24547013333333,0.01
38,16.942510199999997,SZ.002405,17.0691756,2017-09-21 14:30:00,0.0041291858077414645,-0.02426703430921069,17.142508199999998,17.2047298,-0.06
39,16.889177399999998,SZ.002405,17.002509600000003,2017-09-21 15:00:00,-0.017894444915388164,-0.05465143660437596,17.024176049999998,17.1647302,-0.14
40,16.7358456,SZ.002405,16.929177,2017-09-22 10:00:00,-0.04717709753419186,-0.09057339347358667,16.90417725,17.109915933333333,-0.21
41,16.6691796,SZ.002405,16.729179000000002,2017-09-22 10:30:00,-0.0748998014659108,-0.11681504106961965,16.809178199999998,17.05954606666667,-0.25
42,16.7558454,SZ.002405,16.8425112,2017-09-22 11:00:00,-0.08885279854670713,-0.11577682818496986,16.762512,17.00102813333333,-0.24
43,16.709179199999998,SZ.002405,16.7558454,2017-09-22 11:30:00,-0.1024947261906739,-0.11444854677832271,16.717512449999997,16.925473333333333,-0.21
44,16.802511600000003,SZ.002405,16.822511399999996,2017-09-22 13:30:00,-0.10456949541382698,-0.09487846817970311,16.73417895,16.863251733333332,-0.13
45,17.0425092,SZ.002405,17.0558424,2017-09-22 14:00:00,-0.08585824400275399,-0.0459647722860457,16.827511349999998,16.84399266666667,-0.02
46,16.995843,SZ.002405,17.1491748,2017-09-22 14:30:00,-0.07394264994561439,-0.017706867337413196,16.887510749999997,16.8380668,0.05
47,17.029176,SZ.002405,17.122508399999997,2017-09-22 15:00:00,-0.06110537653964343,0.006374143579622987,16.96750995,16.847696333333335,0.12
48,16.889177399999998,SZ.002405,16.9825098,2017-09-25 10:00:00,-0.061519305619981424,0.004437028335157606,16.9891764,16.84769633333333,0.14
49,17.195841,SZ.002405,17.2491738,2017-09-25 10:30:00,-0.03667934116018756,0.04329356580379626,17.02750935,16.898806933333336,0.13
50,17.095842,SZ.002405,17.195841,2017-09-25 11:00:00,-0.02477696055880685,0.05367866160524615,17.0525091,16.946213866666668,0.11
51,17.2025076,SZ.002405,17.222507399999998,2017-09-25 11:30:00,-0.006660438314892048,0.0719293648744606,17.095842,16.995842999999997,0.1
52,17.135841600000003,SZ.002405,17.2158408,2017-09-25 13:30:00,0.0022912351048702817,0.0718661693711882,17.157508050000004,17.043249933333332,0.11
53,17.4225054,SZ.002405,17.562504,2017-09-25 14:00:00,0.03214631103083576,0.10526105697849533,17.214174149999998,17.11213813333334,0.1
54,17.462505,SZ.002405,17.555837399999998,2017-09-25 14:30:00,0.05836155158786838,0.12615323047404844,17.305839900000002,17.15880433333333,0.15
55,17.469171600000003,SZ.002405,17.6558364,2017-09-25 15:00:00,0.07876727736231715,0.13357174561835677,17.3725059,17.2113964,0.16
56,17.1891744,SZ.002405,17.7691686,2017-09-26 10:00:00,0.07152107758603066,0.09526347685262705,17.3858391,17.229174,0.16
57,17.2825068,SZ.002405,17.362506,2017-09-26 10:30:00,0.07247412018197963,0.07773564963561999,17.350839450000002,17.27287726666667,0.08
58,17.0691756,SZ.002405,17.2758402,2017-09-26 11:00:00,0.055377016572744964,0.03483315393372052,17.252507100000003,17.258803333333333,-0.01
59,17.115841800000002,SZ.002405,17.129175,2017-09-26 11:30:00,0.04507343264445396,0.011380788861710817,17.16417465,17.261025533333335,-0.1
60,17.0158428,SZ.002405,17.1891744,2017-09-26 13:30:00,0.028510038596426313,-0.017396799387475584,17.12084175,17.240285,-0.12
61,17.135841600000003,SZ.002405,17.1558414,2017-09-26 14:00:00,0.02478067358903857,-0.01988442352180085,17.084175450000004,17.240284999999997,-0.16
62,16.9691766,SZ.002405,17.2091742,2017-09-26 14:30:00,0.008281191904170981,-0.042306709513228825,17.0591757,17.189915133333336,-0.13
63,17.1891744,SZ.002405,17.195841,2017-09-26 15:00:00,0.012809557058147902,-0.02659998336421998,17.07750885,17.159545066666666,-0.08
64,16.8158448,SZ.002405,17.1691746,2017-09-27 10:00:00,-0.013569834995671215,-0.06348701397748657,17.027509350000003,17.0869532,-0.06
65,16.849177800000003,SZ.002405,16.96251,2017-09-27 10:30:00,-0.03142376512335332,-0.07935589938628063,16.9558434,17.0491758,-0.09
66,17.1091752,SZ.002405,17.122508399999997,2017-09-27 11:00:00,-0.024313248099481655,-0.052107892270829834,16.99084305,17.029916733333337,-0.04
67,17.115841800000002,SZ.002405,17.162508,2017-09-27 11:30:00,-0.017933447603859065,-0.031478633023667726,16.9725099,17.03510186666667,-0.06
68,16.9758432,SZ.002405,17.1691746,2017-09-27 13:30:00,-0.023898638126045313,-0.03472721125443218,17.0125095,17.019546466666668,-0.01
69,17.1091752,SZ.002405,17.1491748,2017-09-27 14:00:00,-0.017663700351395306,-0.01780586856410573,17.07750885,17.029916733333337,0.05
70,17.062509,SZ.002405,17.1491748,2017-09-27 14:30:00,-0.01630014169203875,-0.012063000996314095,17.0658423,17.021768666666667,0.04
71,17.022509399999997,SZ.002405,17.115841800000002,2017-09-27 15:00:00,-0.018236921184655586,-0.012749247985238212,17.042509199999998,17.02769453333333,0.01
72,16.9158438,SZ.002405,16.96251,2017-09-28 10:00:00,-0.028055449605542293,-0.025909043861609304,17.02750935,16.997324466666665,0.03
73,17.142508199999998,SZ.002405,17.142508199999998,2017-09-28 10:30:00,-0.01734681803096194,-0.00359342456995888,17.0358426,17.0336204,0.0
74,17.2891734,SZ.002405,17.4158388,2017-09-28 11:00:00,0.0029406080520395506,0.029585142076835283,17.092508699999996,17.0825088,0.01
75,17.2891734,SZ.002405,17.3825058,2017-09-28 11:30:00,0.018801803894255897,0.04904602700901438,17.159174699999998,17.1025086,0.06
76,17.162508,SZ.002405,17.315839800000003,2017-09-28 13:30:00,0.020910038768992223,0.042609997406789626,17.22084075,17.107693733333335,0.11
77,17.1691746,SZ.002405,17.195841,2017-09-28 14:00:00,0.022855307246132384,0.03720042748885596,17.22750735,17.129174999999996,0.1
