,code,time_key,close,high,low,diff,macd_bar,ma5,ma10,em_bar
0,SZ.002405,2017-09-18 10:30:00,16.9225104,16.995843,16.629179999999998,0.0,0.0,,,
1,SZ.002405,2017-09-18 11:30:00,16.849177800000003,16.935843600000002,16.802511600000003,-0.005849894017092794,-0.00935983042734847,,,
2,SZ.002405,2017-09-18 14:00:00,16.829178,17.0158428,16.8158448,-0.011961904497525211,-0.017267081110570643,,,
3,SZ.002405,2017-09-18 15:00:00,16.849177800000003,16.9158438,16.7225124,-0.015018773056297618,-0.018704654582492368,,,
4,SZ.002405,2017-09-19 10:30:00,17.1825078,17.3491728,16.9225104,0.009347825913966545,0.024022834686428768,16.92651036,,
5,SZ.002405,2017-09-19 11:30:00,17.022509399999997,17.1825078,16.96251,0.015568533073988533,0.029171399205178195,16.946510160000003,,
6,SZ.002405,2017-09-19 14:00:00,17.0758422,17.1025086,16.8358446,0.024519355685690414,0.03765843554286556,16.99184304,,
7,SZ.002405,2017-09-19 15:00:00,16.889177399999998,17.2158408,16.829178,0.0163620462710945,0.017075053370938988,17.00384292,,
8,SZ.002405,2017-09-20 10:30:00,17.129175,17.229174,16.7025126,0.028929637512980833,0.033768188683769323,17.059842359999998,,
9,SZ.002405,2017-09-20 11:30:00,17.1691746,17.262507,17.0691756,0.04163720971089191,0.04734666646367318,17.05717572,16.99184304,0.07
10,SZ.002405,2017-09-20 14:00:00,17.3091732,17.3358396,17.0491758,0.06228676616553841,0.07091662349837294,17.11450848,17.03050932,0.08
11,SZ.002405,2017-09-20 15:00:00,17.229174,17.4025056,17.175841199999997,0.07137367032612474,0.07127234545563647,17.145174840000003,17.06850894,0.08
12,SZ.002405,2017-09-21 10:30:00,17.2825068,17.4825048,17.029176,0.08193413289836826,0.07391461648009881,17.223840720000005,17.113841819999998,0.11
13,SZ.002405,2017-09-21 11:30:00,17.362506,17.5091712,17.195841,0.09565597983789331,0.08108664828731912,17.270506920000003,17.165174639999996,0.11
14,SZ.002405,2017-09-21 14:00:00,17.0491758,17.362506,17.022509399999997,0.08032161627383871,0.040334336927367945,17.24650716,17.15184144,0.09
15,SZ.002405,2017-09-21 15:00:00,16.889177399999998,17.0691756,16.8691776,0.05462876258378557,-0.008841096362190687,17.162508,17.13850824,0.02
