,date,close,high,open,low,diff,macd_bar,ma5,ma10,ma20
14,2019-01-04 15:00:00,7.07,7.08,7.04,7.03,0.008121164512959744,0.018525139531264653,7.05,7.008888888888889,7.0040000000000004
15,2019-01-07 10:00:00,7.2,7.21,7.12,7.08,0.022033718191162066,0.037080197510135436,7.0975,7.0344444444444445,7.016249999999999
16,2019-01-07 11:00:00,7.2,7.23,7.2,7.16,0.03268277058073732,0.046702641831428755,7.13,7.0600000000000005,7.027058823529411
17,2019-01-07 12:00:00,7.2,7.21,7.2,7.17,0.04065359201894392,0.05011542776627356,7.1674999999999995,7.07888888888889,7.036666666666666
18,2019-01-07 14:00:00,7.17,7.2,7.2,7.14,0.0440420863990898,0.04551393322125226,7.192500000000001,7.102222222222222,7.043684210526315
19,2019-01-07 15:00:00,7.18,7.19,7.17,7.13,0.04699270636758879,0.04113213852660019,7.1875,7.127777777777778,7.052631578947368
20,2019-01-08 10:00:00,7.2,7.2,7.15,7.13,0.05036435783729587,0.03830035317281148,7.1875,7.148888888888889,7.0610526315789475
21,2019-01-08 11:00:00,7.15,7.21,7.2,7.15,0.04844340832966054,0.027566763326032667,7.175000000000001,7.157777777777778,7.06842105263158
22,2019-01-08 12:00:00,7.16,7.16,7.15,7.14,0.04718405007348547,0.020038437450946023,7.1725,7.17,7.077894736842106
23,2019-01-08 14:00:00,7.14,7.17,7.16,7.12,0.044064221809261284,0.011039024737998115,7.1625000000000005,7.177777777777777,7.088947368421053
24,2019-01-08 15:00:00,7.13,7.16,7.14,7.12,0.0403200347440249,0.0028405204860202787,7.145,7.17,7.095263157894737
25,2019-01-09 10:00:00,7.2,7.21,7.17,7.14,0.04251111285822251,0.005778141371532403,7.1575,7.17,7.107368421052631
26,2019-01-09 11:00:00,7.24,7.27,7.2,7.19,0.04693419556469447,0.011699445427581057,7.1775,7.174444444444445,7.1215789473684215
27,2019-01-09 12:00:00,7.23,7.25,7.24,7.21,0.049066990328285875,0.012772027963811092,7.2,7.181111111111111,7.132105263157894
28,2019-01-09 14:00:00,7.19,7.23,7.22,7.18,0.046987932204851646,0.0068911293735541,7.215000000000001,7.182222222222222,7.1442105263157885
29,2019-01-09 15:00:00,7.14,7.2,7.19,7.14,0.04083496151321686,-0.004331849607772373,7.2,7.1755555555555555,7.15421052631579
30,2019-01-10 10:00:00,7.12,7.17,7.17,7.08,0.03395346069768301,-0.014475880991072054,7.170000000000001,7.172222222222223,7.159999999999999
31,2019-01-10 11:00:00,7.1,7.14,7.12,7.08,0.026579595834257397,-0.023378888574338633,7.137499999999999,7.165555555555555,7.161578947368421
32,2019-01-10 12:00:00,7.14,7.15,7.1,7.08,0.023690333096994642,-0.02332593123909131,7.125,7.165555555555555,7.166315789473684
33,2019-01-10 14:00:00,7.12,7.15,7.14,7.08,0.019561248808859233,-0.0252672798522897,7.12,7.164444444444445,7.168947368421053
34,2019-01-10 15:00:00,7.07,7.12,7.12,7.06,0.012114687058224938,-0.032128322682846634,7.1075,7.1499999999999995,7.162105263157894
35,2019-01-11 10:00:00,7.12,7.14,7.09,7.08,0.01013103113327496,-0.02887650762619727,7.1125,7.136666666666667,7.157894736842105
36,2019-01-11 11:00:00,7.1,7.14,7.12,7.08,0.006865989811639217,-0.028325272215575,7.102500000000001,7.122222222222222,7.152631578947369
37,2019-01-11 12:00:00,7.09,7.11,7.09,7.07,0.0034319433082314887,-0.028154692177912367,7.095,7.111111111111111,7.14842105263158
38,2019-01-11 14:00:00,7.12,7.14,7.09,7.07,0.0030955029615915564,-0.023062058296953784,7.1075,7.108888888888888,7.145263157894736
39,2019-01-11 15:00:00,7.12,7.14,7.12,7.08,0.0027966337103872974,-0.018927837439489843,7.1075,7.108888888888888,7.1410526315789475
40,2019-01-14 10:00:00,7.14,7.17,7.13,7.11,0.004126048015452355,-0.013015207063487782,7.117500000000001,7.113333333333333,7.140526315789473
41,2019-01-14 11:00:00,7.23,7.24,7.15,7.14,0.012300078618960875,0.0026662833148234054,7.1525,7.123333333333333,7.1442105263157885
42,2019-01-14 12:00:00,7.19,7.23,7.22,7.18,0.015373178623201866,0.00704998665864431,7.170000000000001,7.131111111111112,7.146842105263158
43,2019-01-14 14:00:00,7.17,7.21,7.2,7.15,0.01601024354249958,0.0066592931977917935,7.182500000000001,7.142222222222222,7.148947368421053
44,2019-01-14 15:00:00,7.18,7.18,7.18,7.15,0.017124636359127976,0.007110463064838868,7.192500000000001,7.148888888888889,7.1478947368421055
45,2019-01-15 10:00:00,7.16,7.21,7.18,7.14,0.01620714199769413,0.004220379473576941,7.175,7.155555555555556,7.143684210526315
46,2019-01-15 11:00:00,7.17,7.19,7.16,7.14,0.016101331406852992,0.0032070066335157313,7.17,7.164444444444445,7.140526315789473
47,2019-01-15 12:00:00,7.23,7.24,7.17,7.17,0.020621265201415717,0.009797499378112945,7.185,7.176666666666667,7.142631578947367
48,2019-01-15 14:00:00,7.22,7.24,7.23,7.2,0.023129802901411978,0.011851659822484373,7.195,7.187777777777778,7.146842105263158
49,2019-01-15 15:00:00,7.24,7.24,7.22,7.2,0.02642703553928527,0.014756900078584767,7.215,7.19888888888889,7.153157894736843
50,2019-01-16 10:00:00,7.22,7.26,7.24,7.21,0.027113733069934476,0.012904236111906539,7.227499999999999,7.197777777777778,7.159473684210527
51,2019-01-16 11:00:00,7.18,7.23,7.22,7.17,0.024151872353835202,0.005584411743766393,7.215,7.196666666666668,7.161578947368422
52,2019-01-16 12:00:00,7.19,7.2,7.18,7.17,0.02235381199388442,0.0015906328190918653,7.2075000000000005,7.19888888888889,7.165263157894736
53,2019-01-16 14:00:00,7.18,7.2,7.2,7.16,0.019892610150686885,-0.0026654166938425636,7.1925,7.198888888888888,7.171052631578948
54,2019-01-16 15:00:00,7.18,7.2,7.18,7.17,0.017737621696322314,-0.005580314882057361,7.1825,7.2011111111111115,7.17421052631579
55,2019-01-17 10:00:00,7.15,7.2,7.17,7.14,0.013453939896504785,-0.011318142785353938,7.175000000000001,7.19888888888889,7.176842105263159
56,2019-01-17 11:00:00,7.14,7.16,7.15,7.09,0.009146736892129859,-0.015946039035283036,7.1625,7.188888888888889,7.179473684210526
57,2019-01-17 12:00:00,7.17,7.18,7.14,7.11,0.008061073718991452,-0.01449389230524788,7.16,7.183333333333334,7.182105263157894
58,2019-01-17 14:00:00,7.14,7.18,7.17,7.1,0.004725456432699282,-0.016932101502265772,7.15,7.172222222222222,7.1831578947368415
59,2019-01-17 15:00:00,7.1,7.15,7.14,7.09,-0.0011326534802948984,-0.022918657062603306,7.137499999999999,7.158888888888888,7.181052631578948
60,2019-01-18 10:00:00,7.15,7.16,7.08,7.08,-0.0017208290134940185,-0.019276006503201236,7.139999999999999,7.155555555555556,7.176842105263159
61,2019-01-18 11:00:00,7.12,7.19,7.15,7.11,-0.004555202106303113,-0.01995580215105554,7.1275,7.147777777777778,7.173157894736842
62,2019-01-18 12:00:00,7.12,7.14,7.12,7.1,-0.006723953650739745,-0.019434644191943042,7.1225000000000005,7.141111111111111,7.170526315789474
63,2019-01-18 14:00:00,7.15,7.16,7.12,7.11,-0.005953329320588452,-0.014314716425312367,7.135,7.137777777777779,7.168947368421053
64,2019-01-18 15:00:00,7.18,7.2,7.15,7.13,-0.002888557217814558,-0.006548137775811662,7.1425,7.141111111111111,7.170000000000001
65,2019-01-21 10:00:00,7.22,7.24,7.2,7.19,0.0027364187284364405,0.0037614512933522677,7.1674999999999995,7.1499999999999995,7.172631578947368
66,2019-01-21 11:00:00,7.28,7.3,7.22,7.22,0.011898591692269811,0.017668637776815207,7.2075000000000005,7.162222222222222,7.1752631578947375
67,2019-01-21 12:00:00,7.28,7.31,7.28,7.26,0.01894133584692881,0.02540330086890656,7.24,7.177777777777777,7.178421052631578
68,2019-01-21 14:00:00,7.23,7.28,7.28,7.22,0.020254695673546763,0.022424016417713976,7.2525,7.192222222222223,7.177894736842105
69,2019-01-21 15:00:00,7.26,7.26,7.23,7.22,0.02344602094313597,0.02304533356551391,7.262499999999999,7.204444444444444,7.18
70,2019-01-22 10:00:00,7.19,7.24,7.24,7.19,0.020095110303149255,0.013074809828432388,7.240000000000001,7.212222222222222,7.180526315789474
71,2019-01-22 11:00:00,7.17,7.22,7.2,7.17,0.015645307262667885,0.0033401629979757166,7.2125,7.217777777777777,7.179473684210526
72,2019-01-22 12:00:00,7.17,7.2,7.17,7.16,0.011980700239354825,-0.0031912408389203235,7.1975,7.220000000000001,7.178947368421052
73,2019-01-22 14:00:00,7.16,7.19,7.17,7.15,0.008175316386452636,-0.008641606835779761,7.1725,7.217777777777777,7.177894736842105
74,2019-01-22 15:00:00,7.12,7.17,7.17,7.11,0.0019098411012841154,-0.016938045924893442,7.155,7.206666666666667,7.176315789473685
75,2019-01-23 10:00:00,7.11,7.14,7.11,7.1,-0.0038184924252853136,-0.02271577038242584,7.14,7.187777777777778,7.174736842105264
76,2019-01-23 11:00:00,7.1,7.12,7.11,7.07,-0.009060708237552006,-0.02656016160556738,7.1225000000000005,7.167777777777778,7.171052631578948
77,2019-01-23 12:00:00,7.1,7.12,7.1,7.08,-0.01306460144388577,-0.027654358414587927,7.1075,7.153333333333332,7.168947368421053
78,2019-01-23 14:00:00,7.11,7.15,7.1,7.1,-0.015254949666011264,-0.02562804388707113,7.105,7.136666666666667,7.169473684210526
79,2019-01-23 15:00:00,7.13,7.13,7.11,7.1,-0.015201747279744993,-0.020417311291630873,7.109999999999999,7.13,7.168421052631579
80,2019-01-24 10:00:00,7.1,7.14,7.14,7.08,-0.01737998760640469,-0.019819033555960215,7.109999999999999,7.122222222222222,7.167368421052632
81,2019-01-24 11:00:00,7.14,7.16,7.1,7.08,-0.015697640425225146,-0.013163471354880902,7.12,7.11888888888889,7.168421052631579
82,2019-01-24 12:00:00,7.18,7.19,7.14,7.14,-0.011009788469313442,-0.003030213954445995,7.1375,7.121111111111111,7.169999999999999
83,2019-01-24 14:00:00,7.18,7.19,7.18,7.15,-0.007211502310472184,0.0036530866905892176,7.1499999999999995,7.127777777777778,7.170000000000001
84,2019-01-24 15:00:00,7.18,7.21,7.18,7.17,-0.004153454723796912,0.007815345491151808,7.17,7.135555555555555,7.167894736842107
85,2019-01-25 10:00:00,7.16,7.18,7.18,7.12,-0.003305657272996143,0.007608752314202678,7.175,7.142222222222222,7.161578947368421
86,2019-01-25 11:00:00,7.15,7.19,7.15,7.12,-0.003401477990768953,0.005933688702925646,7.1675,7.147777777777778,7.154736842105263
87,2019-01-25 12:00:00,7.15,7.17,7.16,7.14,-0.0034377879207525552,0.004688855074366753,7.16,7.152222222222223,7.150526315789475
88,2019-01-25 14:00:00,7.16,7.18,7.15,7.15,-0.0026293380035511404,0.0050446039270156656,7.155,7.155555555555555,7.145263157894736
89,2019-01-25 15:00:00,7.13,7.17,7.16,7.12,-0.004359135498580358,0.001268007149565785,7.1475,7.158888888888888,7.142105263157895
90,2019-01-28 10:00:00,7.22,7.25,7.19,7.14,0.0015147739910510438,0.01041266090306287,7.165,7.167777777777778,7.144736842105263
91,2019-01-28 11:00:00,7.19,7.26,7.22,7.19,0.0037064150556798126,0.011836754425856326,7.175,7.168888888888889,7.145789473684211
92,2019-01-28 12:00:00,7.2,7.21,7.19,7.18,0.006178995205395665,0.013425531780230425,7.185,7.171111111111112,7.1478947368421055
93,2019-01-28 14:00:00,7.16,7.2,7.19,7.15,0.004854902784741988,0.008621877551138456,7.1925,7.168888888888889,7.1499999999999995
94,2019-01-28 15:00:00,7.17,7.19,7.16,7.13,0.004559902708335173,0.006425501918659861,7.18,7.17,7.153157894736842
95,2019-01-29 10:00:00,7.19,7.22,7.15,7.14,0.005872254184557946,0.0072401638968843255,7.180000000000001,7.174444444444443,7.157894736842105
96,2019-01-29 11:00:00,7.09,7.19,7.19,7.01,-0.0011436784672271827,-0.005433361125348745,7.1525,7.167777777777778,7.157368421052632
97,2019-01-29 12:00:00,7.13,7.14,7.09,7.07,-0.0034365752346676715,-0.008015323728183778,7.145,7.164444444444445,7.158421052631579
98,2019-01-29 14:00:00,7.17,7.2,7.14,7.12,-0.0020029578845477403,-0.004118471222355133,7.145,7.168888888888889,7.160526315789473
99,2019-01-29 15:00:00,7.18,7.2,7.18,7.14,-5.920687935923041e-05,-0.00018477536958249024,7.1425,7.1644444444444435,7.164736842105263
100,2019-01-30 10:00:00,7.16,7.18,7.14,7.1,-0.00013109191085725058,-0.00026283634606282446,7.16,7.161111111111111,7.165789473684211
101,2019-01-30 11:00:00,7.12,7.18,7.16,7.11,-0.003376801358203174,-0.005403404192603737,7.1575,7.152222222222223,7.1626315789473685
102,2019-01-30 12:00:00,7.18,7.2,7.12,7.12,-0.0010949292573130265,-0.0006717279926587536,7.16,7.154444444444445,7.1626315789473685
103,2019-01-30 14:00:00,7.13,7.18,7.18,7.11,-0.0032832638875852638,-0.004038717802562582,7.1475,7.1499999999999995,7.159999999999999
104,2019-01-30 15:00:00,7.1,7.15,7.12,7.09,-0.007353517357029382,-0.009743379793160655,7.1325,7.139999999999999,7.1568421052631574
105,2019-01-31 10:00:00,7.08,7.14,7.12,7.07,-0.012054103210786593,-0.015315641200540062,7.122499999999999,7.138888888888889,7.153157894736842
106,2019-01-31 11:00:00,7.14,7.16,7.09,7.09,-0.010813204911470642,-0.010267075681526527,7.112500000000001,7.140000000000001,7.152631578947367
107,2019-01-31 12:00:00,7.1,7.15,7.14,7.1,-0.012908646928685208,-0.011566367772764527,7.105,7.132222222222222,7.149473684210525
108,2019-01-31 14:00:00,7.08,7.11,7.11,7.08,-0.015998709512786036,-0.014197194352772946,7.1,7.121111111111111,7.1468421052631586
109,2019-01-31 15:00:00,7.05,7.08,7.08,7.02,-0.020630539634086453,-0.018768683676299025,7.0925,7.108888888888888,7.137894736842106
110,2019-02-01 10:00:00,7.08,7.11,7.1,7.05,-0.021631198109361094,-0.016616000501478646,7.077500000000001,7.104444444444444,7.132105263157896
111,2019-02-01 11:00:00,7.09,7.1,7.08,7.06,-0.0213709596143854,-0.012876418809221801,7.075,7.094444444444444,7.126315789473685
112,2019-02-01 12:00:00,7.13,7.19,7.09,7.08,-0.01773264216544934,-0.004479827129079749,7.0874999999999995,7.094444444444445,7.1247368421052615
113,2019-02-01 14:00:00,7.16,7.16,7.14,7.12,-0.012286864766250183,0.0051293821354548505,7.115,7.101111111111111,7.12421052631579
114,2019-02-01 15:00:00,7.17,7.18,7.16,7.15,-0.007082488003160137,0.012430508529307955,7.137499999999999,7.111111111111111,7.123157894736841
115,2019-02-11 10:00:00,7.21,7.21,7.19,7.16,0.0002666104636865896,0.021702964370401125,7.1675,7.118888888888888,7.1294736842105255
116,2019-02-11 11:00:00,7.25,7.27,7.21,7.2,0.00921229603784024,0.03167546841496674,7.1975,7.135555555555555,7.13578947368421
117,2019-02-11 12:00:00,7.38,7.43,7.25,7.24,0.026486410991518383,0.05297895865785842,7.2524999999999995,7.168888888888889,7.146842105263158
118,2019-02-11 14:00:00,7.37,7.41,7.39,7.33,0.03892070149948079,0.06227803173902659,7.3025,7.204444444444444,7.1568421052631574
119,2019-02-11 15:00:00,7.39,7.4,7.38,7.36,0.04981456783478677,0.06725261152771084,7.3475,7.238888888888888,7.168947368421051
120,2019-02-12 10:00:00,7.48,7.48,7.34,7.34,0.06496144809367443,0.07803709763638893,7.405,7.282222222222223,7.187894736842104
121,2019-02-12 11:00:00,7.48,7.52,7.48,7.44,0.07608836056894397,0.0802327380695424,7.430000000000001,7.321111111111112,7.203684210526315
122,2019-02-12 12:00:00,7.5,7.51,7.48,7.47,0.08553436480946619,0.07929979724046947,7.4625,7.358888888888888,7.223157894736842
123,2019-02-12 14:00:00,7.41,7.5,7.5,7.4,0.08478084260691787,0.062234202268298275,7.4675,7.385555555555555,7.239473684210526
124,2019-02-12 15:00:00,7.45,7.48,7.41,7.41,0.08641519595128244,0.052402327165621945,7.46,7.412222222222223,7.258947368421052
125,2019-02-13 10:00:00,7.49,7.5,7.46,7.42,0.08990176685126805,0.04750037517247452,7.4625,7.438888888888889,7.277368421052632
126,2019-02-13 11:00:00,7.5,7.56,7.48,7.44,0.09240660995693961,0.04200804910705411,7.4625,7.452222222222222,7.2984210526315785
127,2019-02-13 12:00:00,7.51,7.52,7.5,7.48,0.09411374788922444,0.03633785997729902,7.487500000000001,7.467777777777779,7.3210526315789455
128,2019-02-13 14:00:00,7.52,7.54,7.5,7.46,0.09517644857247731,0.03077060907504381,7.505,7.482222222222223,7.34578947368421
129,2019-02-13 15:00:00,7.51,7.53,7.52,7.49,0.09412669613260416,0.022936883356238003,7.51,7.485555555555556,7.368421052631579
130,2019-02-14 10:00:00,7.5,7.54,7.5,7.45,0.09143385081780053,0.014040954181304605,7.51,7.487777777777778,7.39
131,2019-02-14 11:00:00,7.56,7.62,7.5,7.48,0.09306841530543153,0.013848066525253278,7.5225,7.4944444444444445,7.41263157894737
132,2019-02-14 12:00:00,7.54,7.57,7.56,7.54,0.09169300668114744,0.008877799421348087,7.5275,7.5088888888888885,7.432631578947368
133,2019-02-14 14:00:00,7.5,7.55,7.54,7.49,0.08637958959168124,-0.001399227806067438,7.5249999999999995,7.514444444444444,7.45
134,2019-02-14 15:00:00,7.51,7.56,7.5,7.49,0.08202999398492938,-0.008078735215656913,7.5275,7.5166666666666675,7.465789473684212
135,2019-02-15 10:00:00,7.47,7.53,7.48,7.46,0.07449649322197605,-0.018516589393250876,7.504999999999999,7.513333333333334,7.477368421052631
136,2019-02-15 11:00:00,7.5,7.5,7.46,7.44,0.07013837731684802,-0.021786256962805534,7.495,7.512222222222222,7.4836842105263175
137,2019-02-15 12:00:00,7.49,7.5,7.5,7.46,0.06512688049867954,-0.025447400479313986,7.4925,7.5088888888888885,7.49
138,2019-02-15 14:00:00,7.56,7.63,7.49,7.48,0.06604235301437456,-0.018893164358339154,7.505,7.514444444444444,7.498947368421054
139,2019-02-15 15:00:00,7.51,7.57,7.57,7.5,0.062018380164682974,-0.02155288804617786,7.515000000000001,7.515555555555555,7.5005263157894735
140,2019-02-18 10:00:00,7.53,7.56,7.52,7.52,0.05975437431190844,-0.020864719801381548,7.522500000000001,7.512222222222222,7.503157894736842
141,2019-02-18 11:00:00,7.55,7.62,7.54,7.51,0.058895060617434325,-0.018066677752263838,7.5375000000000005,7.513333333333332,7.505789473684211
142,2019-02-18 12:00:00,7.62,7.62,7.55,7.54,0.06313468594948368,-0.007669941670532088,7.5525,7.526666666666666,7.516842105263159
143,2019-02-18 14:00:00,7.63,7.66,7.63,7.63,0.06653456692531368,-0.0006961437750976907,7.5825,7.54,7.526315789473684
144,2019-02-18 15:00:00,7.68,7.69,7.64,7.63,0.07242866664226888,0.008873644527050167,7.62,7.563333333333333,7.536315789473686
145,2019-02-19 10:00:00,7.68,7.72,7.71,7.64,0.07622115312544242,0.013166893994717793,7.6525,7.583333333333333,7.545789473684211
146,2019-02-19 11:00:00,7.69,7.72,7.68,7.62,0.07912157811225473,0.015174195174673943,7.67,7.605555555555556,7.555263157894737
147,2019-02-19 12:00:00,7.63,7.7,7.69,7.63,0.07570599565904779,0.006674424214608038,7.67,7.613333333333333,7.5610526315789475
148,2019-02-19 14:00:00,7.58,7.64,7.64,7.55,0.06817861914261325,-0.006704263054608833,7.645,7.621111111111111,7.5647368421052645
149,2019-02-19 15:00:00,7.62,7.64,7.58,7.54,0.06469502079905265,-0.010937167793384023,7.63,7.631111111111112,7.571052631578948
150,2019-02-20 10:00:00,7.58,7.64,7.62,7.57,0.05803755747234263,-0.019401675557443265,7.602500000000001,7.634444444444444,7.572105263157897
151,2019-02-20 11:00:00,7.55,7.6,7.58,7.54,0.04976703711697361,-0.028754173014545026,7.5825000000000005,7.626666666666667,7.5726315789473695
152,2019-02-20 12:00:00,7.54,7.58,7.55,7.54,0.04192241818194553,-0.03555472870768095,7.5725,7.616666666666666,7.574736842105264
153,2019-02-20 14:00:00,7.56,7.57,7.54,7.53,0.03689404245584882,-0.036489184127899504,7.557499999999999,7.603333333333334,7.577368421052632
154,2019-02-20 15:00:00,7.6,7.61,7.56,7.56,0.03572487010684533,-0.031062023060725183,7.5625,7.594444444444444,7.584210526315789
155,2019-02-21 10:00:00,7.58,7.59,7.59,7.53,0.03280628926239082,-0.029519347799707357,7.57,7.582222222222222,7.588421052631579
156,2019-02-21 11:00:00,7.59,7.61,7.57,7.56,0.030943511800071377,-0.026595922179476997,7.5825000000000005,7.577777777777778,7.593684210526316
157,2019-02-21 12:00:00,7.6,7.62,7.59,7.57,0.029929158952954893,-0.02289970229896797,7.592499999999999,7.58,7.59578947368421
158,2019-02-21 14:00:00,7.59,7.68,7.6,7.58,0.027995644227116756,-0.021413385400515392,7.59,7.576666666666666,7.599999999999999
159,2019-02-21 15:00:00,7.51,7.6,7.59,7.48,0.019779977200010457,-0.030275775563782387,7.5725,7.568888888888889,7.598947368421053
160,2019-02-22 10:00:00,7.55,7.57,7.5,7.49,0.01630867138447112,-0.029774709755888848,7.5625,7.568888888888889,7.598947368421053
161,2019-02-22 11:00:00,7.53,7.57,7.55,7.47,0.011807691940565412,-0.03102133491496021,7.545,7.567777777777778,7.594210526315789
162,2019-02-22 12:00:00,7.55,7.58,7.53,7.52,0.009742164547868803,-0.02812191176028274,7.535,7.566666666666666,7.590000000000001
163,2019-02-22 14:00:00,7.58,7.6,7.56,7.55,0.010406014430537347,-0.021435369595956523,7.5525,7.564444444444444,7.584736842105264
164,2019-02-22 15:00:00,7.64,7.64,7.58,7.57,0.015593862464759134,-0.008847738822010356,7.575,7.571111111111112,7.582631578947368
165,2019-02-25 10:00:00,7.71,7.77,7.65,7.65,0.025064753517614946,0.008075234626961011,7.62,7.584444444444443,7.583684210526316
166,2019-02-25 11:00:00,7.83,7.87,7.71,7.71,0.04177197866138904,0.03319174793160736,7.6899999999999995,7.609999999999999,7.594210526315789
167,2019-02-25 12:00:00,7.94,8.0,7.83,7.81,0.06316057980068379,0.0607751601681575,7.78,7.648888888888889,7.613157894736842
168,2019-02-25 14:00:00,7.91,8.02,7.94,7.87,0.07680508975539357,0.07045134406206165,7.8475,7.6933333333333325,7.6284210526315785
169,2019-02-25 15:00:00,7.99,8.0,7.92,7.91,0.09300172758594716,0.08227569577853507,7.9175,7.742222222222221,7.6499999999999995
170,2019-02-26 10:00:00,7.93,7.98,7.95,7.81,0.09984522756617054,0.07677015659118544,7.942500000000001,7.786666666666666,7.670000000000001
171,2019-02-26 11:00:00,7.94,8.06,7.93,7.81,0.1048668275214304,0.06945068520136413,7.9425,7.83,7.691052631578947
172,2019-02-26 12:00:00,8.03,8.06,7.96,7.91,0.11478555309866945,0.0714305090846738,7.9725,7.88,7.71578947368421
173,2019-02-26 14:00:00,8.1,8.14,8.03,7.98,0.12683258250421314,0.07641965431660896,8.0,7.931111111111111,7.742105263157894
174,2019-02-26 15:00:00,8.04,8.12,8.1,7.98,0.13003942796434753,0.06626667618950219,8.0275,7.967777777777779,7.7663157894736825
175,2019-02-27 10:00:00,8.06,8.09,8.04,8.01,0.13266542451614338,0.057214935434475145,8.0575,7.993333333333333,7.791052631578947
176,2019-02-27 11:00:00,8.02,8.06,8.05,7.95,0.13002008934143916,0.041539412068053366,8.055,8.002222222222223,7.813157894736841
177,2019-02-27 12:00:00,8.0,8.05,8.03,7.99,0.12487038127759575,0.024991996752293216,8.030000000000001,8.012222222222222,7.834736842105264
178,2019-02-27 14:00:00,7.96,8.09,8.0,7.96,0.1162218022386563,0.00615587093953146,8.01,8.008888888888889,7.858421052631579
179,2019-02-27 15:00:00,7.92,7.99,7.97,7.86,0.10493050182651142,-0.013141383907806642,7.975,8.007777777777779,7.877894736842106
180,2019-02-28 10:00:00,8.08,8.12,7.94,7.94,0.1076517849585743,-0.00615905411494469,7.99,8.023333333333333,7.9068421052631574
181,2019-02-28 11:00:00,8.06,8.11,8.08,8.04,0.10696160182889702,-0.006031536299439366,8.005,8.026666666666667,7.933684210526316
182,2019-02-28 12:00:00,8.06,8.08,8.06,8.01,0.10520192442725307,-0.0076407128821818215,8.030000000000001,8.022222222222222,7.958947368421053
183,2019-02-28 14:00:00,8.06,8.12,8.07,8.02,0.10262437746668063,-0.010236645442661368,8.065000000000001,8.024444444444445,7.981052631578948
184,2019-02-28 15:00:00,8.03,8.06,8.05,8.0,0.09704226087401935,-0.017120702902387125,8.0525,8.02111111111111,7.997894736842106
185,2019-03-01 10:00:00,8.0,8.08,8.07,7.98,0.08916975059915266,-0.026292578761696384,8.0375,8.018888888888888,8.006842105263159
186,2019-03-01 11:00:00,8.01,8.04,8.0,7.94,0.0827833707473431,-0.0312522707722524,8.025,8.020000000000001,8.010526315789473
187,2019-03-01 12:00:00,7.92,8.02,8.01,7.91,0.0696569093734496,-0.04600415481603154,7.99,8.015555555555556,8.011052631578947
188,2019-03-01 14:00:00,7.98,8.0,7.93,7.92,0.06336515861756631,-0.04687012506223848,7.9775,8.022222222222222,8.010526315789471
189,2019-03-01 15:00:00,8.04,8.05,7.98,7.96,0.06249993898127748,-0.038880451467852906,7.9875,8.017777777777777,8.016315789473683
190,2019-03-04 10:00:00,8.13,8.2,8.1,8.09,0.06828929751146351,-0.02184138752598469,8.0175,8.025555555555556,8.026315789473683
191,2019-03-04 11:00:00,8.15,8.17,8.13,8.1,0.07364233570449752,-0.008908248911933342,8.075,8.035555555555554,8.032631578947369
192,2019-03-04 12:00:00,8.15,8.17,8.15,8.12,0.07699708259984384,-0.0017590040969925613,8.1175,8.045555555555556,8.035263157894738
193,2019-03-04 14:00:00,8.31,8.38,8.16,8.16,0.09151151868480412,0.021815894458342394,8.185,8.076666666666666,8.049473684210527
194,2019-03-04 15:00:00,8.16,8.32,8.31,8.1,0.08987454959256702,0.014833565019094552,8.192499999999999,8.094444444444443,8.054736842105264
