,code,time_key,close
0,SH.600478,2019-04-01 09:45:00,5.9
1,SH.600478,2019-04-01 10:00:00,6.02
2,SH.600478,2019-04-01 10:15:00,5.99
3,SH.600478,2019-04-01 10:30:00,5.98
4,SH.600478,2019-04-01 10:45:00,5.98
5,SH.600478,2019-04-01 11:00:00,6.0
6,SH.600478,2019-04-01 11:15:00,5.97
7,SH.600478,2019-04-01 11:30:00,6.01
8,SH.600478,2019-04-01 13:15:00,6.0
9,SH.600478,2019-04-01 13:30:00,6.01
10,SH.600478,2019-04-01 13:45:00,5.99
11,SH.600478,2019-04-01 14:00:00,5.99
12,SH.600478,2019-04-01 14:15:00,5.98
13,SH.600478,2019-04-01 14:30:00,5.98
14,SH.600478,2019-04-01 14:45:00,6.02
15,SH.600478,2019-04-01 15:00:00,6.02
16,SH.600478,2019-04-02 09:45:00,5.94
17,SH.600478,2019-04-02 10:00:00,5.98
18,SH.600478,2019-04-02 10:15:00,5.94
19,SH.600478,2019-04-02 10:30:00,5.97
20,SH.600478,2019-04-02 10:45:00,5.99
21,SH.600478,2019-04-02 11:00:00,6.1
22,SH.600478,2019-04-02 11:15:00,6.2
23,SH.600478,2019-04-02 11:30:00,6.18
24,SH.600478,2019-04-02 13:15:00,6.17
25,SH.600478,2019-04-02 13:30:00,6.14
26,SH.600478,2019-04-02 13:45:00,6.08
27,SH.600478,2019-04-02 14:00:00,6.1
28,SH.600478,2019-04-02 14:15:00,6.12
29,SH.600478,2019-04-02 14:30:00,6.14
30,SH.600478,2019-04-02 14:45:00,6.08
31,SH.600478,2019-04-02 15:00:00,6.1
32,SH.600478,2019-04-03 09:45:00,6.03
33,SH.600478,2019-04-03 10:00:00,6.02
34,SH.600478,2019-04-03 10:15:00,6.02
35,SH.600478,2019-04-03 10:30:00,6.03
36,SH.600478,2019-04-03 10:45:00,6.02
37,SH.600478,2019-04-03 11:00:00,6.02
38,SH.600478,2019-04-03 11:15:00,6.02
39,SH.600478,2019-04-03 11:30:00,6.01
40,SH.600478,2019-04-03 13:15:00,6.08
41,SH.600478,2019-04-03 13:30:00,6.07
42,SH.600478,2019-04-03 13:45:00,6.09
43,SH.600478,2019-04-03 14:00:00,6.09
44,SH.600478,2019-04-03 14:15:00,6.09
45,SH.600478,2019-04-03 14:30:00,6.13
46,SH.600478,2019-04-03 14:45:00,6.1
47,SH.600478,2019-04-03 15:00:00,6.1
48,SH.600478,2019-04-04 09:45:00,6.11
49,SH.600478,2019-04-04 10:00:00,6.2
50,SH.600478,2019-04-04 10:15:00,6.2
51,SH.600478,2019-04-04 10:30:00,6.23
52,SH.600478,2019-04-04 10:45:00,6.17
53,SH.600478,2019-04-04 11:00:00,6.13
54,SH.600478,2019-04-04 11:15:00,6.11
55,SH.600478,2019-04-04 11:30:00,6.2
56,SH.600478,2019-04-04 13:15:00,6.39
57,SH.600478,2019-04-04 13:30:00,6.39
58,SH.600478,2019-04-04 13:45:00,6.44
59,SH.600478,2019-04-04 14:00:00,6.37
60,SH.600478,2019-04-04 14:15:00,6.36
61,SH.600478,2019-04-04 14:30:00,6.4
62,SH.600478,2019-04-04 14:45:00,6.3
63,SH.600478,2019-04-04 15:00:00,6.35
64,SH.600478,2019-04-08 09:45:00,6.28
65,SH.600478,2019-04-08 10:00:00,6.29
66,SH.600478,2019-04-08 10:15:00,6.28
67,SH.600478,2019-04-08 10:30:00,6.28
68,SH.600478,2019-04-08 10:45:00,6.26
69,SH.600478,2019-04-08 11:00:00,6.25
70,SH.600478,2019-04-08 11:15:00,6.23
71,SH.600478,2019-04-08 11:30:00,6.21
72,SH.600478,2019-04-08 13:15:00,6.14
73,SH.600478,2019-04-08 13:30:00,6.09
74,SH.600478,2019-04-08 13:45:00,6.11
75,SH.600478,2019-04-08 14:00:00,6.12
76,SH.600478,2019-04-08 14:15:00,6.15
77,SH.600478,2019-04-08 14:30:00,6.21
78,SH.600478,2019-04-08 14:45:00,6.24
79,SH.600478,2019-04-08 15:00:00,6.24
80,SH.600478,2019-04-09 09:45:00,6.15
81,SH.600478,2019-04-09 10:00:00,6.12
82,SH.600478,2019-04-09 10:15:00,6.09
83,SH.600478,2019-04-09 10:30:00,6.07
84,SH.600478,2019-04-09 10:45:00,6.1
85,SH.600478,2019-04-09 11:00:00,6.11
86,SH.600478,2019-04-09 11:15:00,6.09
87,SH.600478,2019-04-09 11:30:00,6.1
88,SH.600478,2019-04-09 13:15:00,6.08
89,SH.600478,2019-04-09 13:30:00,6.07
90,SH.600478,2019-04-09 13:45:00,6.13
91,SH.600478,2019-04-09 14:00:00,6.1
92,SH.600478,2019-04-09 14:15:00,6.08
93,SH.600478,2019-04-09 14:30:00,6.1
94,SH.600478,2019-04-09 14:45:00,6.12
95,SH.600478,2019-04-09 15:00:00,6.12
96,SH.600478,2019-04-10 09:45:00,5.93
97,SH.600478,2019-04-10 10:00:00,5.93
98,SH.600478,2019-04-10 10:15:00,5.94
99,SH.600478,2019-04-10 10:30:00,6.0
100,SH.600478,2019-04-10 10:45:00,6.03
101,SH.600478,2019-04-10 11:00:00,6.05
102,SH.600478,2019-04-10 11:15:00,6.11
103,SH.600478,2019-04-10 11:30:00,6.08
104,SH.600478,2019-04-10 13:15:00,6.13
105,SH.600478,2019-04-10 13:30:00,6.09
106,SH.600478,2019-04-10 13:45:00,6.04
107,SH.600478,2019-04-10 14:00:00,6.06
108,SH.600478,2019-04-10 14:15:00,6.09
109,SH.600478,2019-04-10 14:30:00,6.06
110,SH.600478,2019-04-10 14:45:00,6.04
111,SH.600478,2019-04-10 15:00:00,6.03
112,SH.600478,2019-04-11 09:45:00,5.96
113,SH.600478,2019-04-11 10:00:00,6.05
114,SH.600478,2019-04-11 10:15:00,6.05
115,SH.600478,2019-04-11 10:30:00,6.02
116,SH.600478,2019-04-11 10:45:00,6.07
117,SH.600478,2019-04-11 11:00:00,6.04
118,SH.600478,2019-04-11 11:15:00,6.0
119,SH.600478,2019-04-11 11:30:00,5.96
120,SH.600478,2019-04-11 13:15:00,6.0
121,SH.600478,2019-04-11 13:30:00,5.99
122,SH.600478,2019-04-11 13:45:00,5.99
123,SH.600478,2019-04-11 14:00:00,6.0
124,SH.600478,2019-04-11 14:15:00,6.0
125,SH.600478,2019-04-11 14:30:00,5.98
126,SH.600478,2019-04-11 14:45:00,5.89
127,SH.600478,2019-04-11 15:00:00,5.91
128,SH.600478,2019-04-12 09:45:00,6.0
129,SH.600478,2019-04-12 10:00:00,6.02
130,SH.600478,2019-04-12 10:15:00,6.12
131,SH.600478,2019-04-12 10:30:00,6.11
132,SH.600478,2019-04-12 10:45:00,6.08
133,SH.600478,2019-04-12 11:00:00,6.07
134,SH.600478,2019-04-12 11:15:00,6.1
